NODE,mcc_mean,mcc_std,mcc_p10,mcc_p90,n
PGF1_2_PDRP11-APND,-0.2862407291666668,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP110-APND,-0.2862407291666666,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP111-APND,-0.2862407291666666,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP112-APND,-3.7868370833333334,12.890021078099558,-31.171628,4.554794000000028,48
PGF1_2_PDRP116-APND,-0.2862407291666667,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP12-APND,-3.7868370833333334,12.890021078099558,-31.171628,4.554794000000028,48
PGF1_2_PDRP120-APND,-3.7868370833333334,12.890021078099558,-31.171628,4.554794000000028,48
PGF1_2_PDRP13-APND,-3.7868370833333334,12.890021078099558,-31.171628,4.554794000000028,48
PGF1_2_PDRP14-APND,-3.7868370833333334,12.890021078099558,-31.171628,4.554794000000028,48
PGF1_2_PDRP16-APND,-0.2862407291666666,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP17-APND,-0.2862407291666666,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP18-APND,-0.2862407291666666,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP19-APND,-0.2862407291666667,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP20-APND,-0.2862407291666666,12.430695689139108,-10.097715,10.639305,96
PGF1_2_PDRP21-APND,-0.2862407291666666,12.430695689139108,-10.097715,10.639305,96
PGF1_2_PDRP24-APND,-0.2862407291666667,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP25-APND,-0.2862407291666668,12.430695689139108,-10.097715,10.639305,96
PGF1_2_PDRP26-APND,-0.28624072916666665,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP27-APND,-0.2862407291666667,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP28-APND,-0.28624072916666676,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP29-APND,-0.2862407291666668,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP30-APND,-0.2862407291666666,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP36-APND,-0.2862407291666667,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP37-APND,-0.28624072916666665,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP38-APND,-0.2862407291666667,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP39-APND,-0.28624072916666665,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP40-APND,-0.2862407291666666,12.430695689139108,-10.097715,10.639305,96
PGF1_2_PDRP41-APND,-0.2862407291666666,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP42-APND,-0.2862407291666668,12.43069568913911,-10.097715,10.639305,96
PGF1_2_PDRP43-APND,-0.2862407291666666,12.430695689139108,-10.097715,10.639305,96
PGF1_2_PDRP44-APND,-0.2862407291666667,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP45-APND,-0.28624072916666665,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP46-APND,-0.2862407291666667,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP47-APND,-0.2862407291666666,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP48-APND,-0.2862407291666666,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP49-APND,-0.2862407291666666,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP50-APND,-0.2862407291666666,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP51-APND,-0.2862407291666666,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP52-APND,-0.2862407291666666,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP53-APND,-0.2862407291666667,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP54-APND,-0.2862407291666666,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP55-APND,-0.28624072916666665,12.430695689139108,-10.097715,10.639305,96
PGF1_2_PDRP56-APND,-0.2862407291666666,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP57-APND,-0.2862407291666667,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP58-APND,-0.2862407291666667,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP59-APND,-0.28624072916666665,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP60-APND,-0.2862407291666667,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP61-APND,-0.28624072916666676,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP62-APND,-0.2862407291666668,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP63-APND,-0.2862407291666667,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP64-APND,-0.28624072916666665,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP65-APND,-0.28624072916666676,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP66-APND,-0.2862407291666667,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP68-APND,-0.2862407291666667,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP69-APND,-0.28624072916666665,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP70-APND,-0.2862407291666667,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP71-APND,-0.2862407291666667,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP72-APND,-0.28624072916666665,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP73-APND,-0.2862407291666667,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP74-APND,-0.28624072916666665,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP75-APND,-0.28624072916666665,12.430695689139108,-10.097715,10.639305,96
PGF1_2_PDRP76-APND,-0.2862407291666667,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP77-APND,-0.2862407291666667,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP78-APND,-0.2862407291666667,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP79-APND,-0.2862407291666667,12.430695689139108,-10.097715,10.639305,96
PGF1_2_PDRP80-APND,-0.2862407291666667,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP81-APND,-0.28624072916666676,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP82-APND,-0.2862407291666667,12.430695689139108,-10.097715,10.639305,96
PGF1_2_PDRP83-APND,-0.28624072916666665,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP84-APND,-0.2862407291666667,12.430695689139108,-10.097715,10.639305,96
PGF1_2_PDRP85-APND,-0.2862407291666667,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP86-APND,-0.2862407291666668,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP87-APND,-0.28624072916666676,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP88-APND,-0.2862407291666666,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP89-APND,-0.2862407291666667,12.430695689139108,-10.097715,10.639305,96
PGF1_2_PDRP91-APND,-0.28624072916666665,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP92-APND,-0.28624072916666665,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP93-APND,-0.2862407291666667,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP94-APND,-0.28624072916666665,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP95-APND,-0.28624072916666665,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP96-APND,-0.2862407291666667,12.430695689139107,-10.097715,10.639305,96
PGF1_2_PDRP97-APND,-0.2862407291666666,12.430695689139105,-10.097715,10.639305,96
PGF1_2_PDRP98-APND,-0.28624072916666665,12.430695689139107,-10.097715,10.639305,96
PGF1_2_RDRR01-APND,-0.2862407291666666,12.430695689139107,-10.097715,10.639305,96
PGFG_1_PDRP05-APND,10.728291666666665,18.089567001216484,0.0,27.670755,96
PGFG_1_PDRP10-APND,6.9810429166666665,8.508425100801485,0.0,21.879805,48
PGFG_1_PDRP13-APND,10.728291666666665,18.089567001216484,0.0,27.670755,96
PGFG_1_PDRP14-APND,10.728291666666665,18.089567001216487,0.0,27.670755,96
PGFG_1_PDRP15-APND,10.728291666666665,18.089567001216487,0.0,27.670755,96
PGFG_1_PDRP17-APND,10.728291666666665,18.089567001216487,0.0,27.670755,96
PGFG_1_PDRP19-APND,10.728291666666665,18.089567001216484,0.0,27.670755,96
PGFG_1_PDRP20-APND,10.728291666666665,18.089567001216487,0.0,27.670755,96
PGFG_1_PDRP21-APND,10.728291666666665,18.08956700121648,0.0,27.670755,96
PGFG_1_PDRP22-APND,10.728291666666665,18.089567001216487,0.0,27.670755,96
PGFG_1_PDRP23-APND,10.728291666666665,18.089567001216484,0.0,27.670755,96
PGFG_1_PDRP24-APND,10.728291666666665,18.089567001216487,0.0,27.670755,96
PGFG_1_PDRP25-APND,10.728291666666665,18.089567001216487,0.0,27.670755,96
PGFG_1_PDRP27-APND,10.728291666666665,18.089567001216484,0.0,27.670755,96
PGFG_1_PDRP28-APND,10.728291666666665,18.089567001216484,0.0,27.670755,96
PGFG_1_PDRP29-APND,10.728291666666665,18.089567001216487,0.0,27.670755,96
PGFG_1_PDRP32-APND,10.728291666666665,18.089567001216484,0.0,27.670755,96
PGFG_1_PDRP33-APND,10.728291666666665,18.089567001216487,0.0,27.670755,96
PGFG_1_PDRP35-APND,10.728291666666665,18.089567001216484,0.0,27.670755,96
PGFG_1_PDRP36-APND,10.728291666666665,18.089567001216487,0.0,27.670755,96
PGFG_1_PDRP37-APND,10.728291666666665,18.089567001216487,0.0,27.670755,96
PGFG_1_PDRP38-APND,10.728291666666665,18.089567001216484,0.0,27.670755,96
PGFG_1_PDRP40-APND,14.475540416666668,23.67176989999602,-1.0982579999999993,36.46786300000001,48
PGFG_1_PDRP41-APND,10.728291666666665,18.08956700121648,0.0,27.670755,96
PGFG_1_PDRP42-APND,10.03725,8.758457851496658,2.036448,22.313706999999997,24
PGFG_1_RDRR01-APND,10.728291666666665,18.089567001216487,0.0,27.670755,96
PGG_2_PL-APND,0.0,0.0,0.0,0.0,96
PGHB_6_PDRP01-APND,16.066850416666664,36.053905313579804,0.0,75.25251799999998,24
PGHB_6_PDRP02-APND,8.728464791666667,19.67004848302777,0.0,21.943379999999998,96
PGHB_6_PDRP04-APND,8.728464791666667,19.670048483027774,0.0,21.943379999999998,96
PGHB_6_PDRP05-APND,8.728464791666667,19.67004848302777,0.0,21.943379999999998,96
PGHB_6_PDRP06-APND,8.728464791666665,19.67004848302777,0.0,21.943379999999998,96
PGHB_6_PDRP07-APND,8.728464791666667,19.670048483027767,0.0,21.943379999999998,96
PGHB_6_PDRP08-APND,8.728464791666665,19.67004848302778,0.0,21.943379999999998,96
PGHB_6_PDRP09-APND,8.728464791666667,19.670048483027767,0.0,21.943379999999998,96
PGHB_6_PDRP10-APND,8.728464791666667,19.67004848302777,0.0,21.943379999999998,96
PGHB_6_PDRP11-APND,8.728464791666665,19.67004848302777,0.0,21.943379999999998,96
PGHB_6_PDRP12-APND,8.728464791666667,19.670048483027763,0.0,21.943379999999998,96
PGHB_6_PDRP14-APND,8.728464791666667,19.67004848302777,0.0,21.943379999999998,96
PGHB_6_PDRP15-APND,8.728464791666665,19.670048483027767,0.0,21.943379999999998,96
PGHB_6_PDRP16-APND,8.728464791666667,19.670048483027767,0.0,21.943379999999998,96
PGHB_6_PDRP21-APND,4.236259791666667,7.249838012561439,0.0,17.115645,48
PGKN_2_PDRP01-APND,-2.9227097916666662,5.900609719296953,-16.213639,0.0,48
PGKN_2_PDRP02-APND,-5.8833765625000005,10.379291906347571,-16.597575,0.0,96
PGKN_2_PDRP03-APND,-0.09832208333333332,1.151823942698593,-1.352745,0.0,24
PGKN_2_PDRP04-APND,-2.922709791666667,5.900609719296953,-16.213639,0.0,48
PGKN_2_PDRP06-APND,-5.8833765625000005,10.379291906347577,-16.597575,0.0,96
PGKN_2_PDRP07-APND,-5.8833765625000005,10.379291906347575,-16.597575,0.0,96
PGKN_2_PDRP08-APND,-5.8833765625000005,10.379291906347577,-16.597575,0.0,96
PGKN_2_PDRP09-APND,-5.8833765625000005,10.379291906347573,-16.597575,0.0,96
PGKN_2_PDRP10-APND,-2.9227097916666662,5.900609719296953,-16.213639,0.0,48
PGKN_2_PDRP12-APND,-5.8833765625000005,10.379291906347575,-16.597575,0.0,96
PGKN_2_PDRP13-APND,-5.8833765625000005,10.379291906347577,-16.597575,0.0,96
PGKN_2_PDRP14-APND,-5.8833765625000005,10.379291906347573,-16.597575,0.0,96
PGKN_2_PDRP15-APND,-5.8833765625000005,10.379291906347577,-16.597575,0.0,96
PGKN_2_PDRP16-APND,-5.8833765625000005,10.379291906347573,-16.597575,0.0,96
PGKN_2_PDRP17-APND,-5.8833765625000005,10.379291906347577,-16.597575,0.0,96
PGKN_2_PDRP18-APND,-5.8833765625000005,10.379291906347573,-16.597575,0.0,96
PGKN_2_PDRP19-APND,-5.8833765625000005,10.379291906347573,-16.597575,0.0,96
PGKN_2_PDRP20-APND,-5.8833765625000005,10.379291906347575,-16.597575,0.0,96
PGKN_2_PDRP21-APND,-5.8833765625000005,10.379291906347575,-16.597575,0.0,96
PGKN_2_PDRP22-APND,-5.8833765625000005,10.379291906347573,-16.597575,0.0,96
PGKN_2_PDRP23-APND,-9.992101666666667,16.686169225852023,-43.31402,0.0,24
PGKN_2_PDRP24-APND,-5.8833765625000005,10.379291906347573,-16.597575,0.0,96
PGKN_2_PDRP25-APND,-5.8833765625000005,10.379291906347575,-16.597575,0.0,96
PGKN_2_PDRP32-APND,-5.8833765625000005,10.379291906347571,-16.597575,0.0,96
PGKN_2_PDRP33-APND,-5.8833765625000005,10.379291906347577,-16.597575,0.0,96
PGKN_2_PDRP34-APND,-5.8833765625000005,10.379291906347577,-16.597575,0.0,96
PGKN_2_PDRP35-APND,-5.8833765625000005,10.379291906347575,-16.597575,0.0,96
PGKN_2_PDRP36-APND,-5.8833765625000005,10.379291906347573,-16.597575,0.0,96
PGKN_2_PDRP37-APND,-5.8833765625000005,10.379291906347575,-16.597575,0.0,96
PGKN_2_PDRP38-APND,-5.8833765625000005,10.379291906347575,-16.597575,0.0,96
PGKN_2_PDRP40-APND,-5.8833765625000005,10.379291906347575,-16.597575,0.0,96
PGKN_2_PDRP41-APND,-5.8833765625000005,10.379291906347571,-16.597575,0.0,96
PGKN_2_PDRP42-APND,-5.8833765625000005,10.379291906347571,-16.597575,0.0,96
PGKN_2_PDRP43-APND,-5.8833765625000005,10.379291906347575,-16.597575,0.0,96
PGKN_2_PDRP44-APND,-5.8833765625000005,10.379291906347575,-16.597575,0.0,96
PGKN_2_PDRP48-APND,-5.8833765625000005,10.379291906347571,-16.597575,0.0,96
PGKN_2_PDRP49-APND,-5.8833765625000005,10.379291906347573,-16.597575,0.0,96
PGKN_2_PDRP50-APND,-5.8833765625000005,10.379291906347573,-16.597575,0.0,96
PGKN_2_PDRP51-APND,-5.8833765625000005,10.379291906347571,-16.597575,0.0,96
PGKN_2_PDRP55-APND,-2.922709791666667,5.900609719296952,-16.213639,0.0,48
PGKN_2_PDRP59-APND,-2.922709791666667,5.900609719296952,-16.213639,0.0,48
PGKN_2_RDRR02-APND,-5.8833765625000005,10.379291906347573,-16.597575,0.0,96
PGNB_2_PDRP01-APND,14.405493958333333,23.744629863643013,-1.0982579999999993,36.492362000000014,48
PGNB_2_PDRP02-APND,9.396879791666667,18.334815222188112,0.0,27.5367,96
PGNB_2_PDRP03-APND,9.396879791666667,18.334815222188116,0.0,27.5367,96
PGNB_2_PDRP06-APND,0.476885,0.8466491556822056,0.0,1.6889559999999997,24
PGNB_2_PDRP07-APND,4.388265625,8.02720232584416,0.0,21.340025999999998,48
PGNB_2_PDRP10-APND,4.388265625,8.02720232584416,0.0,21.340025999999998,48
PGNB_2_PDRP101-APND,4.388265625,8.027202325844161,0.0,21.340025999999998,48
PGNB_2_PDRP117-APND,4.388265625,8.02720232584416,0.0,21.340025999999998,48
PGNB_2_PDRP12-APND,9.396879791666667,18.33481522218812,0.0,27.5367,96
PGNB_2_PDRP15-APND,9.396879791666667,18.33481522218812,0.0,27.5367,96
PGNB_2_PDRP16-APND,9.396879791666667,18.33481522218812,0.0,27.5367,96
PGNB_2_PDRP17-APND,9.396879791666667,18.33481522218812,0.0,27.5367,96
PGNB_2_PDRP19-APND,9.396879791666667,18.33481522218812,0.0,27.5367,96
PGNB_2_PDRP20-APND,9.396879791666667,18.334815222188116,0.0,27.5367,96
PGNB_2_PDRP21-APND,9.396879791666667,18.334815222188116,0.0,27.5367,96
PGNB_2_PDRP22-APND,9.396879791666667,18.334815222188112,0.0,27.5367,96
PGNB_2_PDRP25-APND,9.396879791666667,18.33481522218812,0.0,27.5367,96
PGNB_2_PDRP26-APND,9.396879791666667,18.334815222188116,0.0,27.5367,96
PGNB_2_PDRP27-APND,9.396879791666667,18.334815222188116,0.0,27.5367,96
PGNB_2_PDRP28-APND,9.396879791666667,18.334815222188116,0.0,27.5367,96
PGNB_2_PDRP29-APND,9.396879791666667,18.33481522218812,0.0,27.5367,96
PGNB_2_PDRP30-APND,9.396879791666667,18.33481522218812,0.0,27.5367,96
PGNB_2_PDRP31-APND,9.396879791666667,18.33481522218812,0.0,27.5367,96
PGNB_2_PDRP32-APND,9.396879791666667,18.33481522218812,0.0,27.5367,96
PGNB_2_PDRP33-APND,9.396879791666667,18.334815222188116,0.0,27.5367,96
PGNB_2_PDRP34-APND,9.396879791666667,18.33481522218812,0.0,27.5367,96
PGNB_2_PDRP35-APND,9.396879791666667,18.334815222188116,0.0,27.5367,96
PGNB_2_PDRP36-APND,9.396879791666667,18.334815222188112,0.0,27.5367,96
PGNB_2_PDRP37-APND,9.396879791666667,18.33481522218812,0.0,27.5367,96
PGNB_2_PDRP41-APND,14.405493958333333,23.74462986364301,-1.0982579999999993,36.492362000000014,48
PGNB_2_PDRP42-APND,9.396879791666667,18.33481522218812,0.0,27.5367,96
PGNB_2_PDRP43-APND,9.396879791666667,18.334815222188116,0.0,27.5367,96
PGNC_1_PDRP01-APND,22.131244999999996,61.38102442950844,-11.63659,75.604545,96
PGNC_1_PDRP02-APND,27.057125,83.12721326488318,-17.365068,98.09044000000011,48
PGNC_1_PDRP04-APND,22.131245000000003,61.38102442950843,-11.63659,75.604545,96
PGNC_1_PDRP05-APND,22.131245000000003,61.381024429508436,-11.63659,75.604545,96
PGNC_1_PDRP06-APND,22.131244999999996,61.38102442950844,-11.63659,75.604545,96
PGNC_1_PDRP07-APND,22.131244999999996,61.38102442950845,-11.63659,75.604545,96
PGNC_1_PDRP09-APND,22.131245000000003,61.38102442950843,-11.63659,75.604545,96
PGNC_1_PDRP14-APND,22.131245000000003,61.38102442950844,-11.63659,75.604545,96
PGNC_1_PDRP15-APND,22.131245000000003,61.38102442950842,-11.63659,75.604545,96
PGNC_1_PDRP16-APND,22.131244999999996,61.38102442950843,-11.63659,75.604545,96
PGNC_1_PDRP17-APND,22.131245000000003,61.38102442950843,-11.63659,75.604545,96
PGNC_1_PDRP18-APND,22.131244999999996,61.38102442950844,-11.63659,75.604545,96
PGNC_1_PDRP19-APND,22.131245000000003,61.38102442950843,-11.63659,75.604545,96
PGNC_1_PDRP20-APND,22.131245000000003,61.381024429508436,-11.63659,75.604545,96
PGNC_1_PDRP21-APND,22.131244999999996,61.38102442950844,-11.63659,75.604545,96
PGNC_1_PDRP22-APND,22.131245000000003,61.38102442950842,-11.63659,75.604545,96
PGNC_1_PDRP23-APND,17.205365,25.60718586624549,-1.0982579999999993,36.06768300000001,48
PGNC_1_PDRP25-APND,17.205365,25.607185866245487,-1.0982579999999993,36.06768300000001,48
PGNC_1_PDRP26-APND,22.131245000000003,61.38102442950844,-11.63659,75.604545,96
PGNC_1_PDRP27-APND,17.205365,25.607185866245484,-1.0982579999999993,36.06768300000001,48
PGNC_1_PDRP29-APND,27.057125,83.1272132648832,-17.365068,98.09044000000011,48
PGNC_1_RDRR02-APND,22.131244999999996,61.381024429508415,-11.63659,75.604545,96
PGNC_2_PDRP10-APND,22.131244999999996,61.38102442950844,-11.63659,75.604545,96
PGNC_2_PDRP11-APND,22.131245000000003,61.381024429508436,-11.63659,75.604545,96
PGNC_2_PDRP12-APND,22.131245000000003,61.381024429508436,-11.63659,75.604545,96
PGNC_2_PDRP13-APND,27.95285541666667,67.2481103287268,0.0,77.65182899999999,72
PGNP_2_PDRP02-APND,8.7643234375,17.895615099746163,-0.064915,23.86934,96
PGNP_2_PDRP03-APND,4.073766875,7.926573166593375,-0.063221,20.355188000000002,48
PGNP_2_PDRP04-APND,4.073766875,7.926573166593374,-0.063221,20.355188000000002,48
PGNP_2_PDRP05-APND,4.073766875,7.926573166593375,-0.063221,20.355188000000002,48
PGNP_2_PDRP07-APND,4.073766875,7.926573166593375,-0.063221,20.355188000000002,48
PGNP_2_PDRP08-APND,8.7643234375,17.89561509974616,-0.064915,23.86934,96
PGNP_2_PDRP09-APND,8.7643234375,17.89561509974616,-0.064915,23.86934,96
PGNP_2_PDRP10-APND,8.7643234375,17.895615099746163,-0.064915,23.86934,96
PGNP_2_PDRP11-APND,8.7643234375,17.895615099746166,-0.064915,23.86934,96
PGNP_2_PDRP16-APND,8.7643234375,17.895615099746166,-0.064915,23.86934,96
PGNP_2_PDRP17-APND,8.7643234375,17.895615099746166,-0.064915,23.86934,96
PGNP_2_PDRP18-APND,8.7643234375,17.895615099746163,-0.064915,23.86934,96
PGNP_2_PDRP19-APND,8.7643234375,17.895615099746166,-0.064915,23.86934,96
PGNP_2_PDRP20-APND,8.7643234375,17.895615099746163,-0.064915,23.86934,96
PGNP_2_PDRP21-APND,8.7643234375,17.89561509974616,-0.064915,23.86934,96
PGNP_2_PDRP22-APND,8.7643234375,17.89561509974616,-0.064915,23.86934,96
PGNP_2_PDRP23-APND,8.7643234375,17.895615099746163,-0.064915,23.86934,96
PGNP_2_PDRP24-APND,8.7643234375,17.89561509974616,-0.064915,23.86934,96
PGNP_2_PDRP25-APND,8.7643234375,17.895615099746166,-0.064915,23.86934,96
PGNP_2_PDRP26-APND,8.7643234375,17.895615099746163,-0.064915,23.86934,96
PGNP_2_PDRP27-APND,8.7643234375,17.895615099746163,-0.064915,23.86934,96
PGNP_2_PDRP28-APND,8.7643234375,17.895615099746163,-0.064915,23.86934,96
PGNP_2_PDRP29-APND,8.7643234375,17.895615099746166,-0.064915,23.86934,96
PGNP_2_PDRP30-APND,8.7643234375,17.895615099746163,-0.064915,23.86934,96
PGNP_2_PDRP31-APND,8.7643234375,17.89561509974616,-0.064915,23.86934,96
PGNP_2_PDRP33-APND,13.454880000000001,23.228227305222983,-1.0982579999999993,35.790658000000015,48
PGNP_2_PDRP34-APND,8.7643234375,17.89561509974616,-0.064915,23.86934,96
PGNP_2_PDRP39-APND,8.7643234375,17.895615099746166,-0.064915,23.86934,96
PGNP_2_PDRP40-APND,8.7643234375,17.89561509974616,-0.064915,23.86934,96
PGNP_2_PDRP41-APND,8.7643234375,17.895615099746166,-0.064915,23.86934,96
PGNP_2_PDRP42-APND,8.7643234375,17.89561509974616,-0.064915,23.86934,96
PGNP_2_PDRP43-APND,8.7643234375,17.89561509974616,-0.064915,23.86934,96
PGNP_2_PDRP44-APND,8.7643234375,17.895615099746163,-0.064915,23.86934,96
PGNP_2_PDRP45-APND,8.7643234375,17.895615099746163,-0.064915,23.86934,96
PGNP_2_PDRP46-APND,8.7643234375,17.89561509974616,-0.064915,23.86934,96
PGNP_2_PDRP47-APND,8.7643234375,17.895615099746163,-0.064915,23.86934,96
PGNP_2_PDRP48-APND,8.7643234375,17.895615099746163,-0.064915,23.86934,96
PGNP_2_PDRP49-APND,8.7643234375,17.895615099746166,-0.064915,23.86934,96
PGNP_2_PDRP50-APND,8.7643234375,17.895615099746163,-0.064915,23.86934,96
PGNP_2_PDRP53-APND,8.7643234375,17.895615099746163,-0.064915,23.86934,96
PGNP_2_PDRP54-APND,13.454880000000001,23.228227305222976,-1.0982579999999993,35.790658000000015,48
PGNP_2_PDRP55-APND,8.7643234375,17.895615099746163,-0.064915,23.86934,96
PGNP_2_PDRP56-APND,8.7643234375,17.89561509974616,-0.064915,23.86934,96
PGNP_2_PDRP60-APND,4.073766875,7.926573166593373,-0.063221,20.355188000000002,48
PGNP_2_PDRP73-APND,4.073766875,7.926573166593374,-0.063221,20.355188000000002,48
PGNP_2_RDRR02-APND,8.7643234375,17.895615099746166,-0.064915,23.86934,96
PGNP_2_RDRR03-APND,4.073766875,7.926573166593373,-0.063221,20.355188000000002,48
PGP2_2_PDRP05-APND,9.363711770833334,16.452266013574256,0.0,32.46782,96
PGP2_2_PDRP07-APND,9.363661979166666,16.452188662462003,0.0,32.467875,96
PGP2_2_PDRP08-APND,9.363661979166666,16.452188662462014,0.0,32.467875,96
PGP2_2_PDRP100-APND,4.666829375,8.013399035895246,0.0,21.277433000000002,48
PGP2_2_PDRP11-APND,4.666829375,8.013399035895246,0.0,21.277433000000002,48
PGP2_2_PDRP17-APND,9.363661979166666,16.452188662462007,0.0,32.467875,96
PGP2_2_PDRP18-APND,14.060494583333332,20.9244900806672,-1.1202209999999992,38.395326000000004,48
PGP2_2_PDRP22-APND,9.363661979166666,16.45218866246201,0.0,32.467875,96
PGP2_2_PDRP23-APND,9.363661979166666,16.452188662462007,0.0,32.467875,96
PGP2_2_PDRP24-APND,9.363661979166666,16.452188662462007,0.0,32.467875,96
PGP2_2_PDRP25-APND,9.363661979166666,16.452188662462007,0.0,32.467875,96
PGP2_2_PDRP26-APND,9.363661979166666,16.452188662462014,0.0,32.467875,96
PGP2_2_PDRP28-APND,9.363661979166666,16.45218866246201,0.0,32.467875,96
PGP2_2_PDRP29-APND,9.363661979166666,16.45218866246201,0.0,32.467875,96
PGP2_2_PDRP30-APND,9.363661979166666,16.452188662462,0.0,32.467875,96
PGP2_2_PDRP32-APND,9.363661979166666,16.452188662462003,0.0,32.467875,96
PGP2_2_PDRP33-APND,9.363661979166666,16.45218866246201,0.0,32.467875,96
PGP2_2_PDRP35-APND,9.363661979166666,16.452188662462,0.0,32.467875,96
PGP2_2_PDRP38-APND,9.363661979166666,16.45218866246201,0.0,32.467875,96
PGP2_2_PDRP42-APND,9.363661979166666,16.452188662462007,0.0,32.467875,96
PGP2_2_PDRP43-APND,9.363661979166666,16.452188662462007,0.0,32.467875,96
PGP2_2_PDRP44-APND,9.363661979166666,16.45218866246201,0.0,32.467875,96
PGP2_2_PDRP47-APND,9.363661979166666,16.45218866246201,0.0,32.467875,96
PGP2_2_PDRP48-APND,9.363661979166666,16.45218866246201,0.0,32.467875,96
PGP2_2_PDRP53-APND,9.363661979166666,16.452188662462007,0.0,32.467875,96
PGP2_2_PDRP54-APND,9.363661979166666,16.452188662462007,0.0,32.467875,96
PGP2_2_PDRP55-APND,9.363661979166666,16.45218866246201,0.0,32.467875,96
PGP2_2_PDRP56-APND,9.363661979166666,16.452188662462007,0.0,32.467875,96
PGP2_2_PDRP58-APND,8.88699861111111,16.82777612803236,0.0,34.46258199999998,72
PGP2_2_PDRP60-APND,9.363661979166666,16.452188662462007,0.0,32.467875,96
PGP2_2_PDRP61-APND,9.363661979166666,16.45218866246201,0.0,32.467875,96
PGP2_2_PDRP62-APND,9.363661979166666,16.452188662462003,0.0,32.467875,96
PGP2_2_PDRP63-APND,9.363661979166666,16.452188662462007,0.0,32.467875,96
PGP2_2_PDRP64-APND,8.88699861111111,16.82777612803235,0.0,34.46258199999998,72
PGP2_2_PDRP65-APND,9.363661979166666,16.452188662462003,0.0,32.467875,96
