NODE,mcc_mean,mcc_std,mcc_p10,mcc_p90,n
POD_CALFTN_2_SOLAR-APND,-2.9497533333333332,10.411907941409321,-20.15674,0.663425,96
POD_CALFTS_2_CFSSR1-APND,-2.9497533333333332,10.411907941409321,-20.15674,0.663425,96
POD_CALGEN_1_UNITS-APND,-12.266014375,39.862464437093855,-27.52033,0.235615,96
POD_CAMLOT_2_SOLAR1-APND,-5.804293958333333,11.777282337515238,-16.420365,0.0,96
POD_CAMLOT_2_SOLAR2-APND,-5.804293958333333,11.777282337515237,-16.420365,0.0,96
POD_CAMPFW_7_FARWST-APND,7.3994800000000005,17.59142757519935,-0.95448,24.0757,96
POD_CARBOU_7_PL4X5-APND,8.146135416666667,17.445716961480674,-0.06659000000000001,21.53297,96
POD_CARLS1_2_CARCT1-APND,-4.175179166666667,10.414193770511844,-11.287165,0.0,96
POD_CARLS2_1_CARCT1-APND,-4.229103020833333,10.569028222806494,-11.287165,0.0,96
POD_CATLNA_2_SOLAR2-APND,-5.867137916666667,11.873168137054678,-17.874145,0.0,96
POD_CEDUCR_2_SOLAR1-APND,-4.889854583333333,11.610572193428931,-15.50924,0.0,96
POD_CEDUCR_2_SOLAR2-APND,-4.889854583333333,11.610572193428933,-15.50924,0.0,96
POD_CEDUCR_2_SOLAR3-APND,-4.889854583333333,11.610572193428931,-15.50924,0.0,96
POD_CEDUCR_2_SOLAR4-APND,-4.889854583333333,11.610572193428931,-15.50924,0.0,96
POD_CENTRY_6_PL1X4-APND,-4.233834270833333,9.388903318821331,-11.65864,0.0,96
POD_CHALK_1_UNIT-APND,-5.834881458333334,10.354833977476666,-16.597575,0.0,96
POD_CHICPK_7_UNIT 1-APND,22.314261875,42.70441016195795,0.0,49.098479999999995,96
POD_CHWCHL_1_UNIT-APND,1.37354875,12.318913716862951,-8.15212,14.4749,96
POD_CH_2_CHST1MSG-APND,0.0,0.0,0.0,0.0,96
POD_CH_5_CHST3MSG-APND,0.0,0.0,0.0,0.0,96
POD_CNTNLA_2_SOLAR1-APND,-4.651452395833333,10.475887553513768,-10.776399999999999,0.0,96
POD_CNTNLA_2_SOLAR2-APND,-4.651452395833333,10.47588755351377,-10.776399999999999,0.0,96
POD_COLEMN_2_UNIT-APND,7.893626145833333,17.355381822984345,-0.033615,20.565640000000002,96
POD_COLGAT_7_UNIT 1-APND,7.622854687499999,17.448515189402162,-0.62041,21.2942,96
POD_COLGAT_7_UNIT 2-APND,7.622854687499999,17.44851518940216,-0.62041,21.2942,96
POD_COLTON_6_AGUAM1-APND,-4.233834270833333,9.388903318821333,-11.65864,0.0,96
POD_COLUSA_2_PL1X3-APND,7.817216458333333,18.1971997318109,-3.14471,21.52581,96
POD_COLVIL_7_PL1X2-APND,8.233645416666667,16.557579266712494,0.0,23.397365,96
POD_CONTRL_1_POOLE-APND,-21.656887708333333,46.776051129524035,-93.46558999999999,0.0,96
POD_CONTRL_1_QF-APND,-21.656887708333333,46.776051129524035,-93.46558999999999,0.0,96
POD_COVERD_2_HCKHY1-APND,7.254364791666667,17.46691060923681,-3.64949,19.82742,96
POD_COVERD_2_MCKHY1-APND,7.254364791666667,17.466910609236812,-3.64949,19.82742,96
POD_CO_5_UNIT1-APND,0.0,0.0,0.0,0.0,96
POD_CO_5_UNIT2-APND,0.0,0.0,0.0,0.0,96
POD_CPVERD_2_SOLAR-APND,-4.651452395833333,10.47588755351377,-10.776399999999999,0.0,96
POD_CRESTA_7_PL1X2-APND,5.102540104166667,20.17848565432628,-10.67922,21.928455,96
POD_CROKET_7_UNIT-APND,9.511187083333333,18.298960737667326,0.0,28.361095,96
POD_CRSTWD_6_KUMYAY-APND,-4.590975416666667,10.949513139508598,-13.4693,0.0,96
POD_CUMBIA_1_SOLAR-APND,9.526125,18.20321677667017,0.0,28.6266,96
POD_CUYAMS_6_CUYSR1-APND,-5.909868541666667,10.340574519816993,-16.597575,0.0,96
POD_DEADCK_1_UNIT-APND,10.702940208333333,18.975089243027355,-0.48043,33.695840000000004,96
POD_DEERCR_6_UNIT 1-APND,26.822849583333333,56.01738156796886,0.0,56.160905,96
POD_DELTA_2_PL1X4-APND,9.527801875,18.180104653875798,0.0,28.6266,96
POD_DIABLO_7_UNIT 1-APND,-3.816252604166667,8.277389064986776,-9.224775000000001,0.0,96
POD_DIABLO_7_UNIT 2-APND,-3.816252604166667,8.277389064986773,-9.224775000000001,0.0,96
POD_DISCOV_1_CHEVRN-APND,-5.932037083333333,10.352055815769356,-16.597575,0.0,96
POD_DOUBLC_1_UNITS-APND,-5.952325833333333,10.341099053140763,-16.597575,0.0,96
POD_DRACKR_2_SOLAR1-APND,-6.508996354166666,17.151938202334424,-10.683530000000001,0.0,96
POD_DRACKR_2_SOLAR2-APND,-6.508996354166666,17.151938202334428,-10.683530000000001,0.0,96
POD_DREWS_6_PL1X4-APND,-4.233834270833333,9.388903318821331,-11.65864,0.0,96
POD_DRUM_7_PL1X2-APND,26.80804177083333,56.0126562324759,0.0,56.130030000000005,96
POD_DRUM_7_PL3X4-APND,26.80804177083333,56.01265623247591,0.0,56.130030000000005,96
POD_DRUM_7_UNIT 5-APND,26.9241609375,56.05331250638476,0.0,56.7053,96
POD_DSABLA_7_UNIT-APND,9.873209583333333,17.548244839230648,0.0,26.305390000000003,96
POD_DSFLWR_2_WS2SR1-APND,-5.867137916666667,11.873168137054671,-17.874145,0.0,96
POD_DSRTSL_2_SOLAR1-APND,-4.391492604166666,9.841331571270251,-10.008379999999999,0.0,96
POD_DSRTSN_2_SOLAR1-APND,-7.3169621875,18.51386103803715,-19.47312,0.0,96
POD_DSRTSN_2_SOLAR2-APND,-7.3169621875,18.51386103803715,-19.47312,0.0,96
POD_DTCHWD_2_BT3WND-APND,-5.804293958333333,11.777282337515233,-16.420365,0.0,96
POD_DTCHWD_2_BT4WND-APND,-6.879549861111111,13.366010122045335,-27.377509999999994,0.0,72
POD_DUANE_1_PL1X3-APND,9.519280416666666,16.891089017522127,0.0,32.097229999999996,96
POD_DUTCH1_7_UNIT 1-APND,24.6131421875,49.30838553182682,0.0,52.65779,96
POD_DUTCH2_7_UNIT 1-APND,27.6170546875,57.7508264622898,0.0,59.723794999999996,96
POD_DVLCYN_1_UNITS-APND,-4.233834270833333,9.388903318821331,-11.65864,0.0,96
POD_EASTWD_7_UNIT-APND,-4.889854583333333,11.610572193428931,-15.50924,0.0,96
POD_ELCAJN_6_UNITA1-APND,-3.65625125,11.61099756277191,-11.147870000000001,1.463555,96
POD_ELECTR_7_PL1X3-APND,8.233645416666667,16.557579266712484,0.0,23.397365,96
POD_ELKCRK_6_STONYG-APND,8.008010624999999,17.621968549828445,-0.03237,20.939935,96
POD_ELKHIL_2_PL1X3-APND,-5.9522047916666665,10.341777398813235,-16.597575,0.0,96
POD_ELSEGN_2_UN1011-APND,-3.77423625,12.444164125717153,-14.90899,0.0,96
POD_ELSEGN_2_UN2021-APND,-3.77423625,12.444164125717153,-14.90899,0.0,96
POD_ENERSJ_2_WIND-APND,-4.454308229166666,10.525808017571109,-10.869265,0.0,96
POD_ENWIND_2_WIND1-APND,-5.804293958333333,11.777282337515235,-16.420365,0.0,96
POD_ENWIND_2_WIND2-APND,-5.804293958333333,11.777282337515238,-16.420365,0.0,96
POD_ESCNDO_6_PL1X2-APND,-4.24350875,10.572947661085788,-11.26209,0.0,96
POD_ESCNDO_6_UNITB1-APND,-4.24350875,10.572947661085788,-11.26209,0.0,96
POD_EXCHEC_7_UNIT 1-APND,0.7549159374999999,11.05297466521437,-7.0007,14.243575,96
POD_EXCLSG_1_SOLAR-APND,-4.2166882291666665,19.88037139084426,-23.70945,8.569514999999999,96
POD_FLOWD_2_RT2WD2-APND,-5.804293958333333,11.777282337515238,-16.420365,0.0,96
POD_FLOWD_2_WIND1-APND,-5.804293958333333,11.777282337515237,-16.420365,0.0,96
POD_FMEADO_7_UNIT-APND,7.423572812499999,17.75317447291668,-4.78639,22.371474999999997,96
POD_FRNTBW_6_SOLAR1-APND,-4.049432291666666,9.4205240307159,-20.914225000000002,0.0,96
POD_FT CHUR_7_UNIT 1-APND,0.0,0.0,0.0,0.0,96
POD_FT CHUR_7_UNIT 2-APND,0.0,0.0,0.0,0.0,96
POD_GALE_1_SR3SR3-APND,-6.848615625,18.612732378035364,-19.712585,0.0,96
POD_GARLND_2_GASLR-APND,-5.867137916666667,11.873168137054677,-17.874145,0.0,96
POD_GARLND_2_GASLRA-APND,-5.867137916666667,11.87316813705467,-17.874145,0.0,96
POD_GARNET_1_SOLAR-APND,-3.4788260416666668,8.11365475097803,-9.2248,0.0,96
POD_GARNET_1_WIND-APND,-3.4788260416666668,8.113654750978032,-9.2248,0.0,96
POD_GARNET_1_WINDS-APND,-3.4788260416666668,8.11365475097803,-9.2248,0.0,96
POD_GARNET_1_WT3WND-APND,-3.4788260416666668,8.113654750978032,-9.2248,0.0,96
POD_GARNET_2_WIND1-APND,-3.4788260416666668,8.11365475097803,-9.2248,0.0,96
POD_GARNET_2_WIND2-APND,-3.4788260416666668,8.113654750978034,-9.2248,0.0,96
POD_GARNET_2_WIND3-APND,-3.4788260416666668,8.113654750978032,-9.2248,0.0,96
POD_GARNET_2_WIND4-APND,-3.4788260416666668,8.113654750978032,-9.2248,0.0,96
POD_GARNET_2_WIND5-APND,-3.4788260416666668,8.113654750978032,-9.2248,0.0,96
POD_GASKW1_2_GW1SR1-APND,-5.867137916666667,11.873168137054675,-17.874145,0.0,96
POD_GATWAY_2_PL1X3-APND,9.4271853125,18.350218194249642,0.0,27.385379999999998,96
POD_GENESI_2_STG-APND,-6.508996354166666,17.151938202334428,-10.683530000000001,0.0,96
POD_GEYS11_7_UNIT11-APND,9.377675104166666,24.980341786282477,-10.38616,34.679565,96
POD_GEYS12_7_UNIT12-APND,10.590915104166667,18.081804689662743,0.0,27.59872,96
POD_GEYS13_7_UNIT13-APND,9.406170729166666,18.319617219715234,0.0,27.55232,96
POD_GEYS14_7_UNIT14-APND,10.590915104166667,18.081804689662743,0.0,27.59872,96
POD_GEYS16_7_UNIT16-APND,10.590915104166667,18.08180468966274,0.0,27.59872,96
POD_GEYS17_7_UNIT17-APND,10.590915104166667,18.081804689662743,0.0,27.59872,96
POD_GEYS18_7_UNIT18-APND,9.406170729166666,18.319617219715234,0.0,27.55232,96
POD_GEYS20_7_UNIT20-APND,9.406170729166666,18.31961721971523,0.0,27.55232,96
POD_GIFENS_6_BUGSL1-APND,-9.79702125,19.82812115594342,-37.56466,0.801885,96
POD_GILROY_1_UNIT-APND,9.132861145833333,15.69190720542017,0.0,31.26092,96
POD_GILRPP_1_PL1X2-APND,9.132861145833333,15.691907205420176,0.0,31.26092,96
POD_GILRPP_1_PL3X4-APND,9.132861145833333,15.691907205420177,0.0,31.26092,96
POD_GLDFGR_6_SOLAR1-APND,-5.645958125,11.538681298959354,-16.291305,0.0,96
POD_GLDFGR_6_SOLAR2-APND,-5.645958125,11.538681298959354,-16.291305,0.0,96
POD_GLDTWN_6_COLUM3-APND,-5.804293958333333,11.777282337515237,-16.420365,0.0,96
POD_GLDTWN_6_SOLAR-APND,-5.804293958333333,11.777282337515238,-16.420365,0.0,96
POD_GLNARM_2_UNIT 5-APND,-6.2039203125,11.723992789531305,-24.888849999999998,0.0,96
POD_GRIZLY_1_UNIT 1-APND,5.102540104166667,20.17848565432628,-10.67922,21.928455,96
POD_GRNLF2_1_UNIT-APND,13.947791145833333,25.912758489341634,-1.072435,39.058099999999996,96
POD_GYS5X6_7_UNITS-APND,9.350538854166667,25.02461997475206,-10.524645,34.679565,96
POD_GYS7X8_7_UNITS-APND,9.377675104166666,24.98034178628248,-10.38616,34.679565,96
POD_GYSRVL_7_WSPRNG-APND,19.360468541666666,24.779784676017837,0.0,61.299665000000005,96
POD_HAASPH_7_PL1X2-APND,-2.199439791666667,13.569691666681452,-16.523355,7.767835,96
POD_HATCR1_7_UNIT-APND,7.5392841666666675,17.388989573425906,-2.8101149999999997,20.10494,96
POD_HATCR2_7_UNIT-APND,7.5392841666666675,17.388989573425917,-2.8101149999999997,20.10494,96
POD_HATRDG_2_WIND-APND,7.329489895833333,17.432190321341448,-3.4190449999999997,19.896845,96
POD_HELMPG_7_UNIT 1-APND,-0.20741062500000007,11.435576802273527,-9.222355,9.03133,96
POD_HELMPG_7_UNIT 2-APND,-0.20741062500000007,11.435576802273529,-9.222355,9.03133,96
POD_HELMPG_7_UNIT 3-APND,-0.20741062500000007,11.435576802273527,-9.222355,9.03133,96
POD_HENRTS_1_SOLAR-APND,-2.479313125,11.815736037631412,-16.12399,3.76634,96
POD_HIDSRT_2_UNITS-APND,-4.81880375,10.477523896191189,-11.65864,0.0,96
POD_HNTGBH_2_PL1X3-APND,-4.27513625,11.000557419890121,-11.8193,0.0,96
POD_HNTGBH_7_UNIT 2-APND,-4.27513625,11.00055741989012,-11.8193,0.0,96
POD_HUMBPP_1_UNITS3-APND,8.727214895833333,19.66883715031251,0.0,21.943379999999998,96
POD_HYTTHM_2_UNITS-APND,8.2239190625,17.63829626839718,-0.06659000000000001,21.700305,96
POD_INDIGO_1_UNIT 1-APND,-3.4788260416666668,8.113654750978032,-9.2248,0.0,96
POD_INDIGO_1_UNIT 2-APND,-3.4788260416666668,8.11365475097803,-9.2248,0.0,96
POD_INDIGO_1_UNIT 3-APND,-3.4788260416666668,8.11365475097803,-9.2248,0.0,96
POD_INTKEP_2_UNITS-APND,7.3778162499999995,13.985783095068044,0.0,23.453985,96
POD_INTTRB_6_UNIT-APND,3.6749714583333333,15.010144598322603,-7.851531,22.705851000000035,48
POD_IVANPA_1_UNIT1-APND,-4.4002825,9.864434525921583,-10.008379999999999,0.0,96
POD_IVANPA_1_UNIT2-APND,-4.4002825,9.864434525921583,-10.008379999999999,0.0,96
POD_IVANPA_1_UNIT3-APND,-4.4002825,9.864434525921583,-10.008379999999999,0.0,96
POD_IVSLR2_2_SM2SR1-APND,-4.846376041666667,10.498325161248943,-11.041889999999999,0.0,96
POD_IVSLRP_2_SOLAR1-APND,-4.651452395833333,10.475887553513772,-10.776399999999999,0.0,96
POD_IVWEST_2_SOLAR1-APND,-4.651452395833333,10.47588755351377,-10.776399999999999,0.0,96
POD_JACMSR_1_JACSR1-APND,-4.684834270833333,10.816832430676275,-13.13772,0.0,96
POD_JAYNE_6_WLSLR-APND,-2.3442545833333335,10.991624633318525,-14.602525,1.139665,96
POD_KELYRG_6_UNIT-APND,10.686219791666666,18.962641429498113,-0.49758499999999994,33.703545,96
POD_KERNFT_1_UNITS-APND,-5.952325833333333,10.341099053140764,-16.597575,0.0,96
POD_KERRGN_1_UNIT 1-APND,-5.804293958333333,11.777282337515233,-16.420365,0.0,96
POD_KNGBRD_2_SOLAR1-APND,-5.867137916666667,11.873168137054675,-17.874145,0.0,96
POD_KNGBRD_2_SOLAR2-APND,-5.867137916666667,11.873168137054673,-17.874145,0.0,96
POD_LAMONT_1_SOLAR1-APND,-5.952325833333333,10.341099053140763,-16.597575,0.0,96
POD_LAMONT_1_SOLAR2-APND,-5.952325833333333,10.341099053140764,-16.597575,0.0,96
POD_LAMONT_1_SOLAR3-APND,-5.952325833333333,10.341099053140761,-16.597575,0.0,96
POD_LAMONT_1_SOLAR4-APND,-5.952325833333333,10.341099053140764,-16.597575,0.0,96
POD_LAMONT_1_SOLAR5-APND,-5.952325833333333,10.34109905314076,-16.597575,0.0,96
POD_LAPLMA_2_UNIT 1-APND,-5.9522047916666665,10.34177739881323,-16.597575,0.0,96
POD_LAPLMA_2_UNIT 2-APND,-5.9522047916666665,10.34177739881323,-16.597575,0.0,96
POD_LAPLMA_2_UNIT 3-APND,-5.9522047916666665,10.341777398813232,-16.597575,0.0,96
POD_LAPLMA_2_UNIT 4-APND,-5.9522047916666665,10.341777398813232,-16.597575,0.0,96
POD_LARKSP_6_UNIT 1-APND,-3.6462502083333335,11.152265113645834,-9.71223,1.613685,96
POD_LARKSP_6_UNIT 2-APND,-3.6462502083333335,11.15226511364584,-9.71223,1.613685,96
POD_LAROA2_2_UNITA1-APND,-4.846376041666667,10.49832516124894,-11.041889999999999,0.0,96
POD_LASSEN_6_UNITS-APND,7.7877434375000005,16.8948407014747,-0.07192,20.964235,96
POD_LEBECS_2_UNITS-APND,-4.848738541666667,11.537220576898974,-15.032540000000001,0.0,96
POD_LECEF_1_UNITS-APND,9.510613229166667,16.954497280540892,0.0,32.110344999999995,96
POD_LMBEPK_2_UNITA1-APND,9.239972083333333,18.392281788529488,0.0,26.850234999999998,96
POD_LMBEPK_2_UNITA2-APND,9.239972083333333,18.392281788529495,0.0,26.850234999999998,96
POD_LMBEPK_2_UNITA3-APND,9.239972083333333,18.392281788529488,0.0,26.850234999999998,96
POD_LMEC_1_PL1X3-APND,9.526125,18.203216776670164,0.0,28.6266,96
POD_LUNA_3_LEF-APND,0.0,0.0,0.0,0.0,96
POD_MALCHQ_7_UNIT 1-APND,7.5392841666666675,17.38898957342591,-2.8101149999999997,20.10494,96
POD_MDFKRL_2_PROJCT-APND,7.496109479166666,17.794537814120808,-4.78639,22.789165,96
POD_MIDWD_2_WIND2-APND,-5.804293958333333,11.777282337515237,-16.420365,0.0,96
POD_MIDWD_7_CORAMB-APND,-5.804293958333333,11.777282337515237,-16.420365,0.0,96
POD_MNDOTA_1_SOLAR1-APND,-28.076734791666667,45.24307172129219,-104.11257499999999,0.348395,96
POD_MOJAVE_1_SIPHON-APND,-4.233834270833333,9.388903318821331,-11.65864,0.0,96
POD_MOJAVW_2_SOLAR-APND,-5.804293958333333,11.777282337515237,-16.420365,0.0,96
POD_MORWD_6_QF-APND,-5.804293958333333,11.777282337515237,-16.420365,0.0,96
POD_MOSSLD_2_PSP1-APND,9.786296875,16.841721133928612,0.0,38.467925,96
POD_MOSSLD_2_PSP2-APND,9.786296875,16.841721133928605,0.0,38.467925,96
POD_MRGT_6_MMAREF-APND,-4.222110520833334,10.587939505890393,-11.194305,0.0,96
POD_MSOLAR_2_SOLAR2-APND,-5.293282083333334,11.759868601463008,-17.836665,0.0,96
POD_MSOLAR_2_SOLAR3-APND,-5.293282083333334,11.759868601463015,-17.836665,0.0,96
POD_MSTANG_2_SOLAR3-APND,-2.1257175,11.188030432580874,-12.476704999999999,1.88904,96
POD_MTNPOS_1_UNIT-APND,-5.943936458333333,10.319676500413125,-16.597575,0.0,96
POD_MTWIND_1_UNIT 3-APND,-3.4788260416666668,8.113654750978032,-9.2248,0.0,96
POD_NAROW1_2_UNIT-APND,7.402268229166666,17.59119607457525,-0.95448,24.050060000000002,96
POD_NAROW2_2_UNIT-APND,7.402268229166666,17.591196074575244,-0.95448,24.050060000000002,96
POD_NAVYII_2_UNITS-APND,-4.804141041666667,10.404609845064527,-11.633565,0.0,96
POD_NCPA_7_GP1UN1-APND,9.406170729166666,18.31961721971523,0.0,27.55232,96
POD_NCPA_7_GP1UN2-APND,9.406170729166666,18.319617219715234,0.0,27.55232,96
POD_NCPA_7_GP2UN3-APND,10.590915104166667,18.08180468966274,0.0,27.59872,96
POD_NCPA_7_GP2UN4-APND,10.590915104166667,18.08180468966274,0.0,27.59872,96
POD_NIMTG_6_NICOGN-APND,-4.1584765625,10.612554249062791,-11.147870000000001,0.106645,96
POD_NWCSTL_7_UNIT 1-APND,12.183624583333334,19.536506562344186,0.0,31.476675,96
POD_NZWIND_2_WDSTR5-APND,-5.804293958333333,11.777282337515233,-16.420365,0.0,96
POD_NZWIND_6_CALWND-APND,-5.804293958333333,11.777282337515237,-16.420365,0.0,96
POD_NZWIND_6_WDSTR-APND,-5.804293958333333,11.777282337515237,-16.420365,0.0,96
POD_NZWIND_6_WDSTR2-APND,-5.804293958333333,11.777282337515237,-16.420365,0.0,96
POD_NZWIND_6_WDSTR3-APND,-5.804293958333333,11.777282337515233,-16.420365,0.0,96
POD_NZWIND_6_WDSTR4-APND,-5.804293958333333,11.777282337515233,-16.420365,0.0,96
POD_OAKWD_6_QF-APND,-5.804293958333333,11.777282337515235,-16.420365,0.0,96
POD_OAKWD_6_ZEPHWD-APND,-5.804293958333333,11.777282337515237,-16.420365,0.0,96
POD_OMAR_2_UNIT 1-APND,-4.889854583333333,11.610572193428931,-15.50924,0.0,96
POD_OMAR_2_UNIT 2-APND,-4.889854583333333,11.610572193428927,-15.50924,0.0,96
POD_OMAR_2_UNIT 3-APND,-4.889854583333333,11.610572193428926,-15.50924,0.0,96
POD_OMAR_2_UNIT 4-APND,-4.889854583333333,11.610572193428927,-15.50924,0.0,96
POD_ORMOND_7_UNIT 1-APND,-5.526785416666667,11.163482288232458,-15.34858,0.0,96
POD_ORMOND_7_UNIT 2-APND,-5.526785416666667,11.16348228823246,-15.34858,0.0,96
POD_OTAY_6_PL1X2-APND,-4.108052916666667,10.653583341557002,-11.147870000000001,0.589225,96
POD_OTMESA_2_PL1X3-APND,-3.9868432291666664,10.723540490480941,-11.076360000000001,2.04274,96
POD_PACLUM_6_UNIT-APND,8.739370625,19.670078085234447,0.0,21.943379999999998,96
POD_PAIGES_6_SOLAR-APND,-4.9463984375,19.368659233077675,-25.91872,4.501894999999999,96
POD_PALOMR_2_PL1X3-APND,-4.2436952083333335,10.571578554632824,-11.26209,0.0,96
POD_PARDEB_6_UNITS-APND,8.233645416666667,16.557579266712484,0.0,23.397365,96
POD_PGG_2_PKR-APND,2.002583229166667,5.843844356766222,0.0,5.111525,96
POD_PIOPIC_2_CTG1-APND,-3.9868432291666664,10.723540490480937,-11.076360000000001,2.04274,96
POD_PIOPIC_2_CTG2-APND,-3.9868432291666664,10.723540490480937,-11.076360000000001,2.04274,96
POD_PIOPIC_2_CTG3-APND,-3.9868432291666664,10.723540490480937,-11.076360000000001,2.04274,96
POD_PIT1_7_UNIT 1-APND,7.5392841666666675,17.38898957342591,-2.8101149999999997,20.10494,96
POD_PIT1_7_UNIT 2-APND,7.5392841666666675,17.38898957342591,-2.8101149999999997,20.10494,96
POD_PIT3_7_PL1X3-APND,7.403228333333334,17.420570108136907,-3.2196249999999997,19.941195,96
POD_PIT4_7_PL1X2-APND,7.254364791666667,17.46691060923681,-3.64949,19.82742,96
POD_PIT5_7_PL1X2-APND,7.254364791666667,17.46691060923681,-3.64949,19.82742,96
POD_PIT5_7_PL3X4-APND,7.254364791666667,17.466910609236805,-3.64949,19.82742,96
POD_PIT6_7_UNIT 1-APND,7.254364791666667,17.466910609236812,-3.64949,19.82742,96
POD_PIT6_7_UNIT 2-APND,7.254364791666667,17.466910609236805,-3.64949,19.82742,96
POD_PIT7_7_UNIT 1-APND,7.254364791666667,17.466910609236805,-3.64949,19.82742,96
POD_PIT7_7_UNIT 2-APND,7.254364791666667,17.46691060923681,-3.64949,19.82742,96
POD_PMPJCK_1_RB2SLR-APND,-5.680024479166666,9.959231208441942,-16.597575,0.0,96
POD_PMPJCK_1_SOLAR1-APND,-5.680024479166666,9.959231208441944,-16.597575,0.0,96
POD_PNCHPP_1_PL1X2-APND,-3.730966458333333,20.359981903474793,-23.12948,10.414945,96
POD_PNCHVS_2_SOLAR-APND,-5.745907916666667,20.332251738041887,-28.07496,3.12026,96
POD_PNOCHE_1_PL1X2-APND,-3.750149270833333,20.329476434189544,-23.02253,10.205745,96
POD_PNOCHE_1_UNITA1-APND,-3.730966458333333,20.359981903474797,-23.12948,10.414945,96
POD_POEPH_7_UNIT 1-APND,5.102540104166667,20.17848565432628,-10.67922,21.928455,96
POD_POEPH_7_UNIT 2-APND,5.102540104166667,20.17848565432628,-10.67922,21.928455,96
POD_PRIMM_2_SOLAR1-APND,-4.391257708333334,9.841930108099675,-10.008379999999999,0.0,96
POD_RATSKE_2_NROSR1-APND,-5.867137916666667,11.873168137054677,-17.874145,0.0,96
POD_RCKCRK_7_UNIT 1-APND,5.102540104166667,20.17848565432628,-10.67922,21.928455,96
POD_RCKCRK_7_UNIT 2-APND,5.102540104166667,20.178485654326277,-10.67922,21.928455,96
POD_RENWD_1_QF-APND,-3.4788260416666668,8.113654750978032,-9.2248,0.0,96
POD_ROSMND_6_SOLAR-APND,-5.645958125,11.538681298959355,-16.291305,0.0,96
POD_RSMSLR_6_SOLAR1-APND,-5.645958125,11.538681298959355,-16.291305,0.0,96
POD_RSMSLR_6_SOLAR2-APND,-5.645958125,11.538681298959357,-16.291305,0.0,96
POD_RTEDDY_2_SOLAR1-APND,-5.867137916666667,11.873168137054671,-17.874145,0.0,96
POD_RTEDDY_2_SOLAR2-APND,-5.867137916666667,11.873168137054678,-17.874145,0.0,96
POD_RTREE_2_WIND1-APND,-5.804293958333333,11.777282337515233,-16.420365,0.0,96
POD_RTREE_2_WIND2-APND,-5.804293958333333,11.777282337515237,-16.420365,0.0,96
POD_RTREE_2_WIND3-APND,-5.804293958333333,11.777282337515235,-16.420365,0.0,96
POD_RUSCTY_2_UNITS-APND,6.3140656250000005,18.604410267650028,-4.600565,25.05239,96
POD_RVRVEW_1_UNITA1-APND,9.43036375,18.37110933334049,0.0,27.385379999999998,96
POD_RVSIDE_6_RERCU1-APND,-4.233834270833333,9.388903318821333,-11.65864,0.0,96
POD_RVSIDE_6_RERCU2-APND,-4.233834270833333,9.388903318821333,-11.65864,0.0,96
POD_SALIRV_2_UNIT-APND,1.8788784375,12.692138009832396,-6.22716,21.709850000000003,96
POD_SALTSP_7_UNITS-APND,8.233645416666667,16.557579266712487,0.0,23.397365,96
POD_SANDLT_2_SUNITS-APND,-4.804141041666667,10.404609845064527,-11.633565,0.0,96
POD_SANTFG_7_UNITS-APND,9.406170729166666,18.319617219715226,0.0,27.55232,96
POD_SANWD_1_QF-APND,-3.4788260416666668,8.113654750978032,-9.2248,0.0,96
POD_SEARLS_7_ARGUS-APND,-12.266014375,39.86246443709385,-27.52033,0.235615,96
POD_SEGS_1_SR2SL2-APND,-4.418270625,10.378251452037148,-10.889669999999999,0.0,96
POD_SGREGY_6_SANGER-APND,-0.5284666666666668,13.634005220692753,-11.629125,10.896180000000001,96
POD_SIERRA_1_UNITS-APND,-5.952325833333333,10.341099053140763,-16.597575,0.0,96
POD_SKERN_6_SOLAR1-APND,-4.952613020833334,12.638592537632137,-16.698954999999998,0.0,96
POD_SKERN_6_SOLAR2-APND,-4.952613020833334,12.638592537632137,-16.698954999999998,0.0,96
POD_SLRMS3_2_SRMSR1-APND,-4.846376041666667,10.498325161248937,-11.041889999999999,0.0,96
POD_SLST13_2_SOLAR1-APND,11.012559270833334,30.012370311807388,-3.3759550000000003,39.452315,96
POD_SLSTR1_2_SOLAR1-APND,-5.867137916666667,11.873168137054675,-17.874145,0.0,96
POD_SLSTR2_2_SOLAR2-APND,-5.867137916666667,11.873168137054675,-17.874145,0.0,96
POD_SLVRHWK_7_UNIT 3-APND,0.0,0.0,0.0,0.0,48
POD_SLVRHWK_7_UNIT 4-APND,0.0,0.0,0.0,0.0,48
POD_SMPRIP_1_SMPSON-APND,9.110337291666667,18.254483383293888,0.0,24.073684999999998,96
POD_SMUDGO_7_UNIT 1-APND,9.406170729166666,18.319617219715234,0.0,27.55232,96
POD_SNDBAR_7_UNIT 1-APND,6.034248020833334,20.16311475402619,-9.20291,22.979889999999997,96
POD_SNMALF_6_UNITS-APND,11.727743958333335,18.75294212976859,0.0,32.985564999999994,96
POD_SPI LI_2_UNIT 1-APND,21.860415833333334,49.969910624216595,-1.073795,61.657830000000004,96
POD_SPICER_1_UNITS-APND,8.233645416666667,16.557579266712484,0.0,23.397365,96
POD_SPV_3_UNIT4-APND,0.0,0.0,0.0,0.0,96
POD_STANIS_7_UNIT 1-APND,6.091568854166667,20.291322808623278,-13.786345,22.89483,96
POD_SUMWHT_6_SWSSR1-APND,-3.322759479166667,17.366640970497517,-22.080475,11.159575,96
POD_SUNRIS_2_PL1X3-APND,-5.9522047916666665,10.341777398813234,-16.597575,0.0,96
